price,freight_value,nb_items,product_weight_g,review_score,total_paid,is_night,is_weekend
46.0,19.51,1,1250.0,5.0,65.51,0,0
99.99,17.95,1,1200.0,5.0,117.94,0,0
59.9,16.05,1,5850.0,3.0,79.18,0,0
170.0,21.68,1,4338.0,5.0,191.68,0,0
159.9,17.39,1,2300.0,5.0,177.29,0,0
388.0,35.17,1,11100.0,3.0,423.17,0,0
179.9,20.45,1,725.0,5.0,200.35,0,0
190.0,46.5,2,1383.0,4.0,236.5,0,0
14.8,15.1,1,500.0,5.0,29.9,0,0
59.9,11.92,1,250.0,5.0,71.82,0,1
95.0,7.93,1,350.0,5.0,102.93,0,0
338.9,21.86,1,12000.0,4.0,360.76,0,0
289.0,19.6,1,11650.0,5.0,308.6,0,1
54.9,17.12,1,1000.0,4.0,72.02,0,0
439.65,20.96,1,300.0,4.0,460.61,0,0
43.98,23.28,1,850.0,4.0,67.26,0,0
89.9,11.83,1,1500.0,5.0,101.73,0,0
34.99,8.72,1,800.0,5.0,43.71,0,0
25.0,15.23,1,450.0,1.0,40.23,0,0
161.0,84.0,1,1500.0,4.0,245.0,0,0
359.8,48.38,2,6500.0,4.0,408.18,0,1
29.99,15.1,1,350.0,4.0,45.09,0,0
175.99,16.34,1,4200.0,3.5,192.33,0,0
199.0,16.27,1,350.0,5.0,215.27,0,1
452.6,76.02,1,10000.0,5.0,528.62,0,1
29.0,8.72,1,541.0,5.0,37.72,0,0
69.9,17.74,1,400.0,3.0,87.64,0,1
299.9,170.11,1,18050.0,4.0,470.01,0,0
45.0,16.11,1,600.0,4.0,61.11,0,0
252.0,46.22,1,10150.0,4.0,298.22,0,0
45.5,15.11,1,500.0,4.0,60.61,0,1
422.0,36.31,1,12850.0,2.0,458.31,0,0
25.9,18.23,1,200.0,4.0,44.13,0,1
35.9,16.11,1,1200.0,5.0,52.01,0,0
49.9,9.28,1,653.0,5.0,59.18,0,0
117.4,22.53,1,430.0,5.0,139.93,1,0
299.9,19.35,1,1900.0,5.0,319.25,0,0
349.9,21.69,1,900.0,5.0,371.59,0,0
29.99,15.1,1,350.0,2.0,45.09,1,0
72.9,16.95,1,213.0,5.0,89.85,0,0
91.8,29.04,2,600.0,5.0,120.84,0,1
26.0,10.96,1,2600.0,5.0,36.96,0,1
59.9,17.67,1,1750.0,5.0,77.57,0,0
72.9,18.09,1,1500.0,1.0,90.99,0,0
30.0,18.31,1,200.0,4.0,48.31,0,0
99.9,19.94,1,1400.0,5.0,119.84,0,0
29.99,16.79,1,500.0,3.0,46.78,0,0
79.9,12.06,1,450.0,4.0,91.96,0,1
99.99000000000001,46.31999999999999,3,550.0,1.0,146.3,0,0
419.9,67.96,1,20500.0,5.0,487.86,0,1
249.9,37.37,1,5650.0,5.0,287.27,0,0
29.99,11.85,1,150.0,5.0,41.84,0,0
95.0,34.04,1,6400.0,5.0,129.04,0,0
395.65,20.65,1,300.0,3.0,416.3,0,0
139.8,32.24,2,2600.0,4.0,172.04,0,1
119.99,29.46,1,200.0,4.156186520855942,149.45,0,0
27.99,7.39,1,125.0,5.0,35.38,0,0
199.9,20.64,1,1050.0,5.0,220.54,0,1
89.9,25.12,1,1383.0,1.0,115.02,0,1
118.0,7.69,1,267.0,5.0,125.69,0,0
79.0,13.57,1,7000.0,4.0,92.57,0,0
97.9,9.06,1,1267.0,5.0,106.96,0,0
119.99,15.95,1,2750.0,4.0,135.94,0,0
199.0,15.11,1,1950.0,5.0,214.11,0,0
169.0,15.35,1,100.0,5.0,184.35,0,0
139.9,9.79,1,450.0,2.0,149.69,0,0
49.99,9.34,1,650.0,5.0,59.33,0,0
49.0,18.44,1,150.0,5.0,67.44,0,0
49.99,7.61,1,250.0,4.0,57.6,0,0
124.99,14.62,1,180.0,4.0,139.61,0,0
27.99,15.23,1,300.0,5.0,43.22,0,0
54.4,16.14,1,800.0,5.0,70.54,0,0
1970.0,25.69,1,2250.0,5.0,1995.69,0,0
188.9,30.05,1,13550.0,2.0,218.95,0,0
36.9,18.36,1,300.0,5.0,55.26,0,0
89.9,27.58,1,1150.0,4.0,117.48,0,0
160.0,23.92,1,1150.0,5.0,183.92,1,0
118.5,41.59,1,7550.0,3.0,160.09,0,0
169.75,64.97,2,1275.0,1.0,234.72,0,0
44.95,14.1,1,250.0,5.0,59.05,0,0
69.9,17.2,1,7125.0,5.0,87.1,0,0
106.3,13.18,1,350.0,5.0,119.48,0,0
149.0,20.01,1,514.0,5.0,169.01,0,0
39.9,17.78,1,100.0,5.0,57.68,0,0
59.9,16.86,1,1650.0,5.0,76.76,0,0
79.0,16.18,1,2400.0,5.0,95.18,0,0
44.9,17.6,1,1000.0,5.0,62.5,0,0
12.9,25.63,1,150.0,5.0,38.53,0,0
149.99,18.62,1,500.0,5.0,168.61,0,0
127.0,21.38,1,1200.0,1.0,148.38,0,0
389.9,16.48,1,700.0,1.0,406.38,0,0
61.5,38.75,1,4442.0,5.0,100.25,0,1
27.99,15.1,1,300.0,5.0,43.09,0,0
99.99,16.95,1,4475.0,5.0,116.94,0,0
104.0,14.82,1,1100.0,4.0,118.82,0,1
25.99,8.72,1,200.0,4.0,34.71,0,0
24.5,11.85,1,100.0,5.0,36.35,0,0
165.0,15.9,1,300.0,5.0,180.9,0,0
240.0,19.57,1,3100.0,4.0,259.57,0,0
132.49,24.78,2,875.0,1.0,157.27,0,0
31.9,12.48,1,200.0,5.0,44.38,0,1
84.9,27.44,1,900.0,1.0,112.34,0,0
88.0,16.87,1,550.0,3.0,104.87,0,0
79.9,23.36,1,450.0,5.0,103.26,0,0
176.99,53.79,1,23500.0,3.0,230.78,0,0
129.8,45.75,1,7000.0,5.0,175.55,1,0
119.9,18.46,1,4450.0,5.0,138.36,0,0
397.0,21.75,1,900.0,5.0,418.75,0,1
54.9,17.66,1,100.0,5.0,72.56,0,0
149.9,27.59,1,533.0,5.0,177.49,0,0
79.99,26.64,1,2500.0,4.0,106.63,0,0
349.0,18.2,1,500.0,1.0,367.2,0,0
38.9,7.78,1,50.0,1.0,46.68,0,0
34.99,16.6,1,600.0,5.0,51.59,0,1
29.9,16.11,1,600.0,5.0,46.01,0,0
49.9,22.28,1,1100.0,4.156186520855942,72.18,1,0
189.89000000000001,41.449999999999996,2,4110.0,3.0,231.34,0,0
139.99,27.06,1,3850.0,1.0,167.05,0,0
37.5,12.79,1,100.0,5.0,50.29,0,0
465.0,24.09,1,5800.0,5.0,489.09,0,0
19.0,12.79,1,325.0,5.0,31.79,0,0
50.0,30.2,2,1800.0,5.0,80.2,0,1
90.0,30.22,2,800.0,5.0,120.22,0,0
69.9,26.57,1,2600.0,5.0,96.47,0,0
99.99,14.45,1,1200.0,4.0,114.44,0,0
37.55,25.63,1,300.0,2.0,63.18,0,0
129.99,77.98,1,7600.0,5.0,207.97,1,0
89.9,12.88,1,200.0,5.0,102.78,0,0
50.0,18.15,1,250.0,4.0,68.15,0,0
68.65,25.35,1,5900.0,5.0,94.0,0,0
36.9,18.36,1,267.0,5.0,55.26,0,0
80.0,13.92,1,875.0,5.0,93.92,0,0
259.0,88.24,1,17300.0,5.0,347.24,0,0
54.0,16.63,1,1300.0,5.0,70.63,0,0
49.99,17.09,1,1800.0,5.0,67.08,0,1
34.99,16.05,1,200.0,5.0,51.04,0,0
69.9,15.24,1,950.0,3.0,85.14,0,0
233.75,16.39,1,450.0,3.0,250.14,1,0
100.0,23.42,1,400.0,4.0,123.42,0,0
17.9,15.1,1,250.0,1.0,33.0,1,1
179.9,12.76,1,300.0,5.0,192.66,0,0
230.0,26.59,1,13650.0,1.0,256.59,0,0
64.99,15.28,1,450.0,5.0,80.27,0,0
69.9,17.37,1,1400.0,4.0,87.27,0,0
249.9,15.51,1,3400.0,4.0,265.41,0,0
52.9,14.68,1,1200.0,5.0,67.58,0,0
135.0,42.81,1,11400.0,4.0,177.81,0,0
149.9,22.19,1,10800.0,5.0,172.09,0,0
49.0,7.6,1,250.0,5.0,56.6,0,0
59.9,13.44,1,3000.0,1.0,73.34,0,0
59.9,11.92,1,300.0,5.0,71.82,0,1
124.0,14.21,1,501.0,1.0,138.21,0,0
129.99,18.16,1,1500.0,5.0,148.15,0,0
299.0,14.53,1,2600.0,5.0,313.53,0,0
69.9,23.07,1,1200.0,1.0,92.97,0,0
44.0,13.65,1,450.0,5.0,57.65,0,0
249.9,18.46,1,3150.0,1.0,268.36,0,0
159.9,19.4,1,2000.0,3.0,179.3,0,0
539.9,21.66,1,600.0,4.156186520855942,561.56,0,0
135.0,19.92,1,1600.0,5.0,154.92,0,1
108.9,23.56,1,1850.0,5.0,132.46,0,0
22.99,12.79,1,598.0,3.0,35.78,0,0
19.0,15.23,1,100.0,4.0,34.23,0,0
415.0,23.81,1,5800.0,5.0,438.81,0,0
124.9,61.15,1,200.0,5.0,186.05,0,0
97.9,12.39,1,2500.0,5.0,110.29,0,0
27.9,15.1,1,150.0,4.0,43.0,0,1
545.0,25.52,1,550.0,5.0,570.52,1,1
99.99,19.67,1,400.0,5.0,119.66,0,1
109.89,17.21,1,550.0,1.0,127.1,0,0
69.69999999999999,38.79,3,183.33333333333334,5.0,108.49,0,1
499.99,45.53,1,350.0,5.0,545.52,0,0
89.0,17.87,1,1400.0,5.0,106.87,0,0
330.0,24.24,1,400.0,4.0,354.24,0,0
35.99,18.23,1,250.0,3.0,54.22,0,0
55.9,18.49,1,418.0,3.0,74.39,0,1
99.9,14.45,1,500.0,4.0,114.35,0,0
20.0,16.33,1,217.0,5.0,36.33,0,0
89.0,13.64,1,5750.0,4.0,102.64,0,0
28.0,15.1,1,250.0,5.0,43.1,0,0
20.0,7.78,1,350.0,1.0,27.78,0,0
184.04,30.79,2,193.5,5.0,214.83,0,0
129.0,12.32,1,444.0,4.0,141.32,1,1
103.99,7.59,1,4000.0,4.0,111.58,0,0
54.0,11.88,1,3700.0,5.0,65.88,1,0
44.9,7.78,1,100.0,2.0,52.68,0,1
34.9,25.38,1,550.0,4.0,60.28,0,1
186.99,37.71,1,11875.0,4.0,224.7,0,0
229.0,16.19,1,555.0,4.0,245.19,1,0
149.9,27.9,1,533.0,3.0,177.8,0,0
163.0,15.89,1,584.0,2.0,178.89,0,0
10.9,7.71,1,133.0,5.0,18.61,0,0
719.96,171.18,2,11800.0,5.0,891.14,0,1
40.0,15.1,1,150.0,5.0,55.1,0,1
69.0,16.25,1,4000.0,4.0,85.25,0,0
75.0,8.72,1,300.0,3.0,83.72,0,0
28.9,17.63,1,300.0,4.0,46.53,0,0
126.0,23.68,1,1450.0,5.0,149.68,0,1
134.99,40.93,1,4200.0,2.0,175.92,0,1
141.94,35.5,2,3008.0,1.0,177.44,0,0
78.0,15.3,1,250.0,5.0,93.3,1,0
54.99,16.14,1,900.0,5.0,71.13,0,0
24.99,15.1,1,250.0,5.0,40.09,0,0
169.9,46.78,1,5000.0,3.0,216.68,0,1
26.0,12.79,1,370.0,5.0,38.79,0,0
106.9,15.85,1,650.0,5.0,122.75,0,0
69.9,8.72,1,500.0,5.0,78.62,0,0
89.9,12.13,1,1383.0,4.0,102.03,0,0
84.9,12.72,1,321.0,4.0,97.62,0,0
95.0,18.77,1,350.0,3.0,113.77,0,0
229.99,22.01,1,2800.0,5.0,252.0,0,0
17.89,8.88,1,500.0,4.0,26.77,0,0
89.0,19.31,1,250.0,5.0,108.31,0,0
12.0,11.85,1,550.0,5.0,23.85,0,0
820.05,18.4,1,645.0,4.0,838.45,0,1
89.9,18.2,1,1000.0,5.0,108.1,0,0
26.0,18.23,1,450.0,3.0,44.23,0,0
69.9,12.62,1,167.0,5.0,82.52,0,0
119.0,35.9,1,1550.0,5.0,154.9,0,0
15.0,8.29,1,325.0,5.0,23.29,0,0
59.9,8.88,1,625.0,1.0,68.78,0,1
26.9,11.74,1,950.0,5.0,38.64,0,0
187.9,39.37,1,600.0,5.0,227.27,0,1
104.0,16.49,1,150.0,5.0,120.49,0,0
479.82,17.44,1,250.0,4.0,497.26,0,0
249.9,60.3,1,5650.0,4.0,310.2,0,1
166.99,27.49,1,2425.0,5.0,194.48,0,0
44.79,9.34,1,425.0,5.0,54.13,0,0
521.9,26.52,1,1340.0,3.0,548.42,0,0
27.99,7.39,1,260.0,5.0,35.38,0,1
27.9,37.04,1,200.0,5.0,64.94,1,0
15.9,18.23,1,250.0,2.0,34.13,0,0
199.0,19.63,1,1600.0,5.0,218.63,0,1
359.0,25.45,1,7650.0,4.0,384.45,0,1
109.9,17.48,1,1750.0,5.0,127.38,0,0
319.0,24.51,1,1750.0,5.0,343.51,0,0
31.9,7.78,1,150.0,5.0,39.68,0,1
599.0,49.03,1,13700.0,1.0,648.03,0,0
129.99,18.49,1,1600.0,5.0,148.48,0,0
271.99,18.05,1,6600.0,5.0,290.04,0,0
70.0,28.56,2,950.0,4.0,98.56,0,0
132.0,15.08,1,300.0,5.0,147.08,0,0
55.0,7.65,1,250.0,4.0,62.65,0,0
18.99,14.11,1,100.0,5.0,33.1,1,0
104.99,35.35,1,6133.0,5.0,140.34,0,0
49.99,15.1,1,900.0,5.0,65.09,0,0
90.0,12.13,1,300.0,1.0,102.13,0,1
199.99,40.72,1,1200.0,5.0,240.71,0,1
56.99,11.9,1,400.0,5.0,68.89,0,1
449.8,35.489999999999995,2,3700.0,2.0,485.29,0,0
265.0,45.85,1,11600.0,5.0,310.85,0,0
41.9,17.92,1,400.0,3.0,59.82,1,0
99.89,8.28,1,220.0,5.0,108.17,0,0
39.0,15.1,1,138.0,4.0,54.1,0,0
139.99,16.74,1,700.0,4.0,156.73,0,0
139.0,49.5,1,7700.0,4.0,188.5,0,0
22.700000000000003,14.77,2,233.5,1.0,37.47,0,0
249.0,19.84,1,400.0,5.0,268.84,0,0
90.0,7.78,2,150.0,2.0,97.78,0,0
55.0,11.15,1,800.0,5.0,66.15,0,0
178.0,27.28,2,6100.0,4.0,205.28,0,0
59.5,22.35,1,150.0,4.0,81.85,0,0
89.9,16.88,1,1600.0,5.0,106.78,0,0
98.9,7.95,1,117.0,5.0,106.85,0,0
134.99,27.67,1,1550.0,5.0,162.66,0,1
79.99,38.11,1,1800.0,5.0,118.1,0,0
42.9,22.06,1,135.0,5.0,64.96,0,0
49.0,13.44,1,1650.0,4.0,62.44,0,0
71.98,49.32,2,19575.0,5.0,121.3,0,1
182.98,25.2,2,2017.0,4.0,208.18,0,0
22.9,10.96,1,300.0,5.0,33.86,0,1
62.9,19.41,1,650.0,4.0,82.31,0,1
49.99,34.15,1,1600.0,3.0,84.14,0,0
129.99,18.16,1,1400.0,5.0,148.15,0,0
125.8,50.56,2,3100.0,5.0,176.36,0,0
56.99,19.59,1,850.0,5.0,76.58,0,1
89.9,21.28,1,16100.0,5.0,111.18,0,1
129.97,33.42,1,8300.0,4.0,163.39,0,0
15.9,14.1,1,75.0,5.0,30.0,0,0
179.0,13.83,1,900.0,5.0,192.83,0,0
49.0,7.39,1,250.0,5.0,56.39,0,0
20.99,7.78,1,100.0,5.0,28.77,0,0
145.0,13.45,1,335.0,4.0,158.45,0,0
399.9,13.41,1,541.0,5.0,413.31,1,0
109.99,11.97,1,1500.0,5.0,121.96,0,1
39.99,16.05,1,476.0,3.0,56.04,0,0
207.97,30.089999999999996,2,800.0,5.0,238.06,0,0
99.9,18.13,1,341.0,4.0,118.03,0,0
59.99,26.96,1,800.0,3.0,86.95,0,0
165.0,98.52000000000001,3,7550.0,5.0,263.52,0,1
459.8,26.22,2,4450.0,5.0,486.02,1,0
89.9,12.97,1,600.0,4.0,102.87,0,0
12.99,37.04,1,100.0,4.0,50.03,0,0
32.99,15.33,1,250.0,5.0,48.32,0,0
190.0,14.35,1,1100.0,4.0,204.35000000000002,0,0
24.53,15.27,1,175.0,4.0,39.8,0,1
75.0,16.97,1,350.0,5.0,91.97,0,1
155.99,17.53,1,300.0,5.0,173.52,0,1
59.9,18.96,1,750.0,5.0,78.86,0,0
120.0,18.72,1,300.0,2.0,138.72,0,0
104.9,28.23,2,275.0,3.0,133.13,0,0
210.0,96.28,1,17100.0,5.0,306.28,1,0
105.0,27.69,1,1250.0,4.0,132.69,0,0
21.9,15.79,1,150.0,5.0,37.69,0,1
75.0,27.38,1,300.0,5.0,102.38,1,0
41.0,17.34,1,5450.0,5.0,58.34,0,0
154.08,18.65,1,817.0,4.0,172.73,0,0
20.0,22.67,1,200.0,5.0,42.67,0,0
49.0,14.1,1,300.0,1.0,63.1,0,1
40.9,14.1,1,100.0,5.0,55.0,0,0
69.9,9.94,1,167.0,4.5,79.84,0,0
52.17,16.34,1,360.0,5.0,68.51,0,0
29.99,18.31,1,150.0,1.0,48.3,0,0
26.88,38.46,1,600.0,3.0,65.34,0,1
30.0,18.31,1,250.0,4.0,48.31,0,1
278.79,51.28,3,1066.6666666666667,2.0,330.06,0,0
39.99,17.63,1,317.0,5.0,57.62,1,1
74.99,35.84,1,1050.0,4.0,110.83,0,0
35.0,21.43,1,1867.0,4.0,56.43,0,0
57.49,11.15,1,950.0,5.0,68.64,1,0
159.9,20.61,1,1300.0,2.0,180.51,0,1
113.98,32.32,2,875.0,5.0,146.3,0,0
85.0,20.08,1,3100.0,5.0,105.08,0,0
149.98,29.68,2,1813.0,5.0,179.66,0,0
147.89,28.71,2,300.0,1.0,176.6,0,0
3.9,15.1,1,100.0,5.0,19.0,0,0
199.0,8.65,1,900.0,5.0,207.65,0,0
49.0,16.53,1,900.0,1.0,65.53,0,0
179.8,32.52,2,1383.0,4.0,212.32,0,0
169.9,17.44,1,1600.0,1.0,187.34,0,0
198.99,17.15,1,538.0,5.0,216.14,0,1
109.9,18.34,1,427.0,5.0,128.24,0,0
81.98,19.2,2,650.0,1.0,101.18,0,1
34.9,7.78,1,150.0,5.0,42.68,0,1
199.9,23.11,1,325.0,5.0,223.01,0,0
99.99,12.83,1,250.0,5.0,112.82,0,0
79.0,16.31,1,700.0,4.0,95.31,0,0
13.65,7.39,1,150.0,4.0,21.04,0,0
39.9,12.85,1,1617.0,4.0,52.75,0,0
116.5,8.0,1,430.0,5.0,124.5,1,1
69.9,24.94,1,2600.0,5.0,94.84,0,0
49.9,16.11,1,1000.0,1.0,66.01,0,0
59.9,11.73,1,5200.0,4.0,71.63,1,0
99.0,18.26,1,900.0,3.5,117.26,0,0
1520.0,216.3,2,29050.0,4.0,1736.3,0,0
38.99,8.72,1,200.0,5.0,47.71,0,0
399.0,10.54,1,6650.0,5.0,409.54,0,0
89.0,14.2,1,4150.0,5.0,103.2,0,0
214.9,25.99,1,400.0,1.0,240.89,0,0
144.9,13.35,1,1200.0,4.0,158.25,0,1
29.15,7.46,1,200.0,5.0,36.61,0,0
198.9,40.78,1,11200.0,5.0,239.68,0,0
99.99,11.9,1,4475.0,5.0,111.89,0,1
39.9,11.3,1,1250.0,5.0,51.2,0,0
109.9,7.95,1,300.0,5.0,117.85,0,1
29.0,8.36,1,500.0,5.0,37.36,0,0
149.9,23.98,1,533.0,5.0,173.88,0,0
77.9,11.17,1,1044.0,4.0,89.07,0,0
109.9,8.93,1,450.0,2.0,118.83,1,1
329.8,23.56,2,5326.0,5.0,353.36,0,0
139.65,9.39,1,50.0,5.0,149.04,0,0
139.0,32.77,1,1350.0,4.0,171.77,0,0
159.9,16.88,1,532.0,3.0,176.78,1,0
315.0,20.29,1,3750.0,4.0,335.29,0,0
53.69,7.39,1,1110.0,4.0,61.08,0,0
57.8,30.2,2,500.0,5.0,88.0,1,1
54.9,13.08,1,2150.0,5.0,67.98,0,0
89.9,8.92,1,350.0,5.0,98.82,1,0
79.0,18.79,1,1850.0,5.0,97.79,0,0
125.0,17.31,1,584.0,1.0,142.31,0,1
79.9,12.9,1,900.0,4.0,92.8,0,0
69.0,16.92,1,107.0,4.0,85.92,0,1
38.99,7.78,1,200.0,5.0,46.77,0,0
53.99,7.78,1,200.0,5.0,61.77,0,0
49.49,7.87,1,125.0,5.0,57.36,0,0
34.99,14.1,1,200.0,5.0,49.09,0,0
240.35,18.52,1,400.0,4.0,258.87,0,0
623.7,26.95,1,1200.0,5.0,650.65,0,0
115.99,22.11,1,1200.0,5.0,138.1,0,0
299.9,28.18,1,6965.0,4.0,328.08,0,0
89.9,16.26,1,1383.0,4.0,106.16,0,1
89.99,17.88,1,2100.0,5.0,107.87,0,1
18.9,22.06,1,150.0,5.0,40.96,0,0
23.9,14.52,1,100.0,5.0,38.42,0,1
92.5,13.99,1,422.0,5.0,106.49,0,0
67.99,19.67,1,450.0,2.0,87.66,0,1
34.99,18.35,1,400.0,5.0,53.34,0,0
32.9,24.84,1,950.0,4.0,57.74,0,0
19.99,9.34,1,650.0,4.0,29.33,0,0
109.9,15.52,1,525.0,4.156186520855942,125.42,0,0
61.9,16.19,1,700.0,5.0,78.09,1,0
49.8,33.58,2,225.0,3.5,83.38,0,1
48.9,16.11,1,750.0,5.0,65.01,0,0
22.99,7.42,1,100.0,5.0,30.41,1,0
99.0,18.12,1,300.0,2.0,117.12,0,1
249.99,11.93,1,1167.0,5.0,261.92,0,1
74.69999999999999,48.33,3,950.0,3.0,123.03,0,1
99.9,11.79,1,1050.0,4.0,111.69,0,0
149.98,72.64,1,13350.0,4.0,222.62,1,0
89.9,15.38,1,1383.0,3.0,105.28,0,0
148.0,17.78,1,1150.0,5.0,165.78,0,0
204.0,14.45,1,342.0,4.0,218.45,0,0
229.9,13.11,1,342.0,5.0,243.01,0,0
238.9,21.64,1,7225.0,5.0,260.54,0,1
380.0,227.57,1,20850.0,5.0,607.57,0,0
46.0,13.71,1,150.0,5.0,59.71,0,0
129.99,17.16,1,1600.0,4.0,147.15,0,0
14.9,15.1,1,150.0,5.0,30.0,1,0
306.0,58.45,4,1987.5,1.0,364.44,0,0
149.9,18.3,1,1200.0,3.0,168.2,0,0
59.9,7.78,1,100.0,3.0,67.68,0,0
250.0,35.02,1,12250.0,4.0,285.02,0,1
199.0,17.64,1,1950.0,5.0,216.64,0,0
139.94,18.35,1,8217.0,1.0,158.29,0,0
119.9,16.6,1,304.0,5.0,136.5,0,1
35.8,25.58,2,250.0,3.0,61.38,0,0
58.9,25.25,1,7000.0,5.0,84.15,0,0
19.0,18.23,1,100.0,5.0,37.23,0,1
189.8,76.42,2,4125.0,2.0,266.22,0,1
99.0,45.99,1,9000.0,5.0,144.99,1,0
31.8,23.7,2,220.0,5.0,55.5,1,0
23.99,7.78,1,100.0,5.0,31.77,0,0
505.5,15.98,1,300.0,1.0,521.48,0,1
77.5,51.04,1,300.0,3.0,128.54,0,0
119.9,20.08,1,1400.0,4.0,139.98,0,0
44.9,7.39,1,300.0,3.0,52.29,0,0
13.9,10.96,1,250.0,4.0,24.86,0,1
18.99,10.96,1,75.0,3.0,29.95,0,0
79.0,14.72,1,150.0,2.0,93.72,0,1
22.5,9.34,1,400.0,5.0,31.84,0,1
49.0,17.63,1,200.0,5.0,66.63,0,0
47.4,28.2,2,250.0,4.0,75.6,0,0
56.97,12.8,1,750.0,4.0,69.77,0,1
223.51,17.32,1,463.0,2.0,240.83,0,0
259.9,10.17,1,1050.0,5.0,270.07,0,0
53.9,21.35,1,1550.0,5.0,75.25,0,1
198.89,18.64,1,1200.0,4.0,217.53,0,0
139.99,88.22,1,9725.0,5.0,228.21,1,0
149.9,17.86,1,14650.0,5.0,167.76,0,0
169.99,20.92,1,1450.0,5.0,190.91,0,0
37.5,9.01,1,750.0,5.0,46.51,0,0
57.99,15.62,1,750.0,5.0,73.61,0,1
59.0,17.99,1,2000.0,5.0,76.99,0,0
44.9,12.61,1,4150.0,4.0,57.51,0,1
59.9,17.67,1,1500.0,4.0,77.57,0,1
43.99,15.41,1,550.0,4.0,59.4,1,0
69.0,19.67,1,1000.0,5.0,88.67,0,0
209.99,25.6,1,5700.0,5.0,235.59,0,1
53.9,12.82,1,1110.0,5.0,66.72,0,0
79.0,23.13,1,6350.0,5.0,102.13,0,1
59.9,17.67,1,1550.0,5.0,77.57,0,0
5.2,15.1,1,50.0,5.0,20.3,0,1
49.0,7.78,1,250.0,1.0,56.78,0,0
16.9,16.79,1,410.0,5.0,33.69,0,0
1099.99,15.46,1,283.0,5.0,1115.45,0,0
89.9,15.38,1,1825.0,4.0,105.28,0,0
161.9,87.67,3,1050.0,5.0,249.57,0,0
535.9,18.5,1,650.0,4.0,554.4,0,0
94.98,16.98,2,475.0,3.0,111.96,0,0
69.0,8.64,1,400.0,1.0,77.64,0,0
197.94,76.14,6,950.0,5.0,274.08,0,0
130.99,18.17,1,1300.0,2.0,149.16,1,0
84.99,13.15,1,900.0,5.0,98.14,0,0
110.0,0.0,1,584.0,5.0,110.0,0,0
9.0,7.39,1,150.0,5.0,16.39,0,0
11.2,18.0,1,500.0,5.0,29.2,0,0
29.9,15.1,1,200.0,5.0,45.0,0,0
109.0,15.51,1,200.0,4.0,124.51,0,0
104.0,15.48,1,11325.0,4.0,119.48,0,0
101.0,19.9,1,750.0,5.0,120.9,0,0
21.99,7.41,1,300.0,5.0,29.4,0,0
205.9,30.94,2,201.0,5.0,236.84,0,0
149.7,58.62,3,600.0,5.0,208.32,0,0
439.8,66.66,2,7500.0,3.0,506.46,0,0
99.99,24.7,1,1200.0,5.0,124.69,0,1
36.5,12.43,1,2600.0,5.0,48.93,0,0
77.9,14.86,1,1825.0,5.0,92.76,1,1
198.0,14.09,1,2400.0,5.0,212.09,1,0
14.9,15.23,1,200.0,4.0,30.13,0,0
29.89,19.32,1,850.0,5.0,49.21,0,0
89.9,14.38,1,700.0,4.0,104.28,0,0
151.9,47.5,1,4338.0,5.0,199.4,0,0
29.9,15.1,1,350.0,4.0,45.0,1,0
84.9,17.03,1,700.0,4.0,101.93,1,0
11.0,7.87,1,333.0,4.0,18.87,0,0
59.0,19.38,1,800.0,5.0,78.38,0,0
178.2,47.1,2,902.0,1.0,225.3,0,0
45.95,11.85,1,350.0,5.0,57.8,0,0
79.0,17.8,1,7000.0,4.0,96.8,1,1
119.94,17.57,1,7513.0,3.0,137.51,0,0
24.99,21.15,1,250.0,4.0,46.14,0,0
185.99,15.38,1,514.0,5.0,201.37,0,0
389.0,11.1,1,125.0,4.0,400.1,0,0
48.9,15.1,1,350.0,5.0,64.0,1,0
39.99,15.1,1,350.0,5.0,55.09,0,1
18.0,7.87,1,150.0,3.0,25.87,0,1
38.9,40.72,2,150.0,1.0,79.62,0,0
399.99,63.16,1,30000.0,5.0,463.15,0,0
79.9,16.81,1,8350.0,3.0,96.71,0,0
55.0,37.3,1,250.0,4.0,92.3,0,0
139.0,54.72,1,6550.0,5.0,193.72,0,1
49.0,38.16,1,3700.0,5.0,87.16,0,0
258.9,16.56,1,1700.0,5.0,275.46,0,0
34.9,13.37,1,3700.0,5.0,48.27,0,0
106.4,41.2,2,650.0,4.0,147.6,0,0
39.9,15.23,1,150.0,5.0,55.13,0,0
1198.0,220.86,2,12650.0,1.0,1418.86,0,0
7.0,7.78,1,150.0,5.0,14.78,1,0
65.0,11.15,1,1500.0,5.0,76.15,0,0
1190.65,68.39,1,683.0,5.0,1259.04,1,0
104.9,10.15,1,947.0,4.0,115.05,0,1
159.9,12.62,1,584.0,5.0,172.52,0,0
24.98,15.1,1,200.0,5.0,40.08,0,1
25.0,16.11,1,750.0,1.0,41.11,0,0
17.99,11.85,1,117.0,5.0,29.84,0,0
42.0,19.48,1,550.0,1.0,61.480000000000004,0,0
49.99,7.78,1,200.0,4.0,57.77,0,1
149.98,25.3,2,200.0,2.0,175.28,0,0
39.9,26.99,1,450.0,1.0,66.89,0,1
157.41,9.85,1,800.0,5.0,167.26,0,0
10.99,7.78,1,450.0,5.0,18.77,0,0
115.0,51.31,1,584.0,3.0,166.31,1,0
200.0,18.65,1,2700.0,2.0,218.65,0,1
259.9,13.32,1,5550.0,4.0,273.22,0,0
59.9,18.7,1,1450.0,5.0,78.6,0,1
